Recognisable Name, Description, Qualified Name, Target, Ordinal, ClassAccess, MethodAccess,Don't Remap
random_1716,null,Lnet/minecraft/world/gen/structure/StructureNetherBridgePieces$End;<init>(ILjava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;Lnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextInt()I,0,0x21,0x1,FALSE
random_1717,null,Lnet/minecraft/world/gen/structure/StructureNetherBridgePieces$End;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1718,null,Lnet/minecraft/world/gen/structure/StructureNetherBridgePieces$End;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1719,null,Lnet/minecraft/world/gen/structure/StructureNetherBridgePieces$End;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_1720,null,Lnet/minecraft/world/gen/structure/StructureNetherBridgePieces$End;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1721,null,Lnet/minecraft/world/gen/structure/StructureNetherBridgePieces$End;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_1722,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces;generatePieceFromSmallDoor(Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2;Ljava/util/List;Ljava/util/Random;IIILnet/minecraft/util/EnumFacing;I)Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold;,Ljava/util/Random;nextInt(I)I,0,0x21,0xa,FALSE
random_1723,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold;getRandomDoor(Ljava/util/Random;)Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold$Door;,Ljava/util/Random;nextInt(I)I,0,0x421,0x4,FALSE
random_1724,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Straight;<init>(ILjava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;Lnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1725,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Straight;<init>(ILjava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;Lnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1726,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$RoomCrossing;<init>(ILjava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;Lnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1727,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing;<init>(ILjava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;Lnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextBoolean()Z,0,0x21,0x1,FALSE
random_1728,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing;<init>(ILjava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;Lnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextBoolean()Z,1,0x21,0x1,FALSE
random_1729,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing;<init>(ILjava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;Lnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextBoolean()Z,2,0x21,0x1,FALSE
random_1730,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing;<init>(ILjava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;Lnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1731,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$PortalRoom;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextFloat()F,0,0x21,0x1,FALSE
random_1732,null,Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stones;selectBlocks(Ljava/util/Random;IIIZ)V,Ljava/util/Random;nextFloat()F,0,0x20,0x1,FALSE
random_1733,null,Lnet/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Igloo;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1734,null,Lnet/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Igloo;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextDouble()D,1,0x21,0x1,FALSE
random_1735,null,Lnet/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Igloo;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_1736,null,Lnet/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Igloo;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextLong()J,3,0x21,0x1,FALSE
random_1737,null,Lnet/minecraft/world/gen/structure/StructureOceanMonumentPieces$MonumentBuilding;<init>(Ljava/util/Random;IILnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextInt()I,0,0x21,0x1,FALSE
random_1738,null,Lnet/minecraft/world/gen/structure/StructureOceanMonumentPieces$MonumentBuilding;generateRoomGraph(Ljava/util/Random;)Ljava/util/List;,Ljava/util/Random;nextInt(I)I,0,0x21,0x2,FALSE
random_1739,null,Lnet/minecraft/world/gen/structure/StructureOceanMonumentPieces$MonumentBuilding;generateRoomGraph(Ljava/util/Random;)Ljava/util/List;,Ljava/util/Random;nextInt(I)I,1,0x21,0x2,FALSE
random_1740,null,Lnet/minecraft/world/gen/structure/StructureOceanMonumentPieces$SimpleRoom;<init>(Lnet/minecraft/util/EnumFacing;Lnet/minecraft/world/gen/structure/StructureOceanMonumentPieces$RoomDefinition;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1741,null,Lnet/minecraft/world/gen/structure/StructureOceanMonumentPieces$SimpleRoom;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextBoolean()Z,0,0x21,0x1,FALSE
random_1742,null,Lnet/minecraft/world/gen/structure/StructureOceanMonumentPieces$SimpleTopRoom;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1743,null,Lnet/minecraft/world/gen/structure/StructureOceanMonumentPieces$SimpleTopRoom;addComponentParts(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)Z,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1744,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces;recursiveChildren(Lnet/minecraft/world/gen/structure/template/TemplateManager;Lnet/minecraft/world/gen/structure/StructureEndCityPieces$IGenerator;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt()I,0,0x21,0xa,FALSE
random_1745,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$1;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt(I)I,0,0x30,0x1,FALSE
random_1746,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$2;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt(I)I,0,0x30,0x1,FALSE
random_1747,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$2;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt(I)I,1,0x30,0x1,FALSE
random_1748,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$2;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt(I)I,2,0x30,0x1,FALSE
random_1749,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$2;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt(I)I,3,0x30,0x1,FALSE
random_1750,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$2;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextBoolean()Z,4,0x30,0x1,FALSE
random_1751,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$2;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextBoolean()Z,5,0x30,0x1,FALSE
random_1752,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$3;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt(I)I,0,0x30,0x1,FALSE
random_1753,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$3;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextBoolean()Z,1,0x30,0x1,FALSE
random_1754,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$3;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextBoolean()Z,2,0x30,0x1,FALSE
random_1755,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$3;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt(I)I,3,0x30,0x1,FALSE
random_1756,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$3;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt(I)I,4,0x30,0x1,FALSE
random_1757,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$3;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt(I)I,5,0x30,0x1,FALSE
random_1758,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$4;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextInt(I)I,0,0x30,0x1,FALSE
random_1759,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$4;generate(Lnet/minecraft/world/gen/structure/template/TemplateManager;ILnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;Lnet/minecraft/util/math/BlockPos;Ljava/util/List;Ljava/util/Random;)Z,Ljava/util/Random;nextBoolean()Z,1,0x30,0x1,FALSE
random_1760,null,Lnet/minecraft/world/gen/structure/StructureEndCityPieces$CityTemplate;handleDataMarker(Ljava/lang/String;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/gen/structure/StructureBoundingBox;)V,Ljava/util/Random;nextLong()J,0,0x21,0x4,FALSE
random_1761,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;buildSurfaces(IILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextDouble()D,0,0x21,0x1,FALSE
random_1762,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;buildSurfaces(IILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextDouble()D,1,0x21,0x1,FALSE
random_1763,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;buildSurfaces(IILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextDouble()D,2,0x21,0x1,FALSE
random_1764,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;buildSurfaces(IILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1765,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;buildSurfaces(IILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_1766,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;generateChunk(II)Lnet/minecraft/world/chunk/Chunk;,Ljava/util/Random;setSeed(J)V,0,0x21,0x1,FALSE
random_1767,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1768,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1769,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_1770,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1771,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_1772,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,5,0x21,0x1,FALSE
random_1773,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,6,0x21,0x1,FALSE
random_1774,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,7,0x21,0x1,FALSE
random_1775,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,8,0x21,0x1,FALSE
random_1776,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,9,0x21,0x1,FALSE
random_1777,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,10,0x21,0x1,FALSE
random_1778,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,11,0x21,0x1,FALSE
random_1779,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,12,0x21,0x1,FALSE
random_1780,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,13,0x21,0x1,FALSE
random_1781,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,14,0x21,0x1,FALSE
random_1782,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,15,0x21,0x1,FALSE
random_1783,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextBoolean()Z,16,0x21,0x1,FALSE
random_1784,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,17,0x21,0x1,FALSE
random_1785,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,18,0x21,0x1,FALSE
random_1786,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,19,0x21,0x1,FALSE
random_1787,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextBoolean()Z,20,0x21,0x1,FALSE
random_1788,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,21,0x21,0x1,FALSE
random_1789,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,22,0x21,0x1,FALSE
random_1790,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,23,0x21,0x1,FALSE
random_1791,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,24,0x21,0x1,FALSE
random_1792,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,25,0x21,0x1,FALSE
random_1793,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,26,0x21,0x1,FALSE
random_1794,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,27,0x21,0x1,FALSE
random_1795,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,28,0x21,0x1,FALSE
random_1796,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,29,0x21,0x1,FALSE
random_1797,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,30,0x21,0x1,FALSE
random_1798,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,31,0x21,0x1,FALSE
random_1799,null,Lnet/minecraft/world/gen/ChunkGeneratorHell;populate(II)V,Ljava/util/Random;nextInt(I)I,32,0x21,0x1,FALSE
random_1800,null,Lnet/minecraft/world/gen/MapGenCavesHell;addRoom(JIILnet/minecraft/world/chunk/ChunkPrimer;DDD)V,Ljava/util/Random;nextFloat()F,0,0x21,0x4,FALSE
random_1801,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x4,FALSE
random_1802,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x4,FALSE
random_1803,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x4,FALSE
random_1804,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextFloat()F,3,0x21,0x4,FALSE
random_1805,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextFloat()F,4,0x21,0x4,FALSE
random_1806,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextFloat()F,5,0x21,0x4,FALSE
random_1807,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextFloat()F,6,0x21,0x4,FALSE
random_1808,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextFloat()F,7,0x21,0x4,FALSE
random_1809,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextFloat()F,8,0x21,0x4,FALSE
random_1810,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextLong()J,9,0x21,0x4,FALSE
random_1811,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextFloat()F,10,0x21,0x4,FALSE
random_1812,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextLong()J,11,0x21,0x4,FALSE
random_1813,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextFloat()F,12,0x21,0x4,FALSE
random_1814,null,Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V,Ljava/util/Random;nextInt(I)I,13,0x21,0x4,FALSE
random_1815,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x4,FALSE
random_1816,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x4,FALSE
random_1817,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x4,FALSE
random_1818,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x4,FALSE
random_1819,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,4,0x21,0x4,FALSE
random_1820,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,5,0x21,0x4,FALSE
random_1821,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,6,0x21,0x4,FALSE
random_1822,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,7,0x21,0x4,FALSE
random_1823,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextLong()J,8,0x21,0x4,FALSE
random_1824,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextInt(I)I,9,0x21,0x4,FALSE
random_1825,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextFloat()F,10,0x21,0x4,FALSE
random_1826,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextFloat()F,11,0x21,0x4,FALSE
random_1827,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextFloat()F,12,0x21,0x4,FALSE
random_1828,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextFloat()F,13,0x21,0x4,FALSE
random_1829,null,Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V,Ljava/util/Random;nextLong()J,14,0x21,0x4,FALSE
random_1830,null,Lnet/minecraft/world/gen/structure/MapGenNetherBridge;canSpawnStructureAtCoords(II)Z,Ljava/util/Random;setSeed(J)V,0,0x21,0x4,FALSE
random_1831,null,Lnet/minecraft/world/gen/structure/MapGenNetherBridge;canSpawnStructureAtCoords(II)Z,Ljava/util/Random;nextInt()I,1,0x21,0x4,FALSE
random_1832,null,Lnet/minecraft/world/gen/structure/MapGenNetherBridge;canSpawnStructureAtCoords(II)Z,Ljava/util/Random;nextInt(I)I,2,0x21,0x4,FALSE
random_1833,null,Lnet/minecraft/world/gen/structure/MapGenNetherBridge;canSpawnStructureAtCoords(II)Z,Ljava/util/Random;nextInt(I)I,3,0x21,0x4,FALSE
random_1834,null,Lnet/minecraft/world/gen/structure/MapGenNetherBridge;canSpawnStructureAtCoords(II)Z,Ljava/util/Random;nextInt(I)I,4,0x21,0x4,FALSE
