Recognisable Name	 Description	 Qualified Name	 Target	 Ordinal	 ClassAccess	 MethodAccess	Don't Remap	Don't change	IsClient?	Static
genAcasiaTrunk	Acasia trunk generation	Lnet/minecraft/world/gen/feature/WorldGenSavannaTree;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	5	0x21	0x1	FALSE	TRUE	FALSE	FALSE
shrubGeneration	Shrub Generation	Lnet/minecraft/world/gen/feature/WorldGenShrub;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
spikeGeneration	Spike Generation	Lnet/minecraft/world/gen/feature/WorldGenSpikes;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextFloat()F	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
swampGeneration	Swamp Generation	Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
swampGeneration	Swamp Generation	Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	1	0x21	0x1	FALSE	TRUE	FALSE	FALSE
swampGeneration	Swamp Generation	Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	2	0x21	0x1	FALSE	TRUE	FALSE	FALSE
swampGeneration	Swamp Generation	Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	3	0x21	0x1	FALSE	TRUE	FALSE	FALSE
swampGeneration	Swamp Generation	Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	4	0x21	0x1	FALSE	TRUE	FALSE	FALSE
swampGeneration	Swamp Generation	Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	5	0x21	0x1	FALSE	TRUE	FALSE	FALSE
taigaGeneration	Taiga Generation	Lnet/minecraft/world/gen/feature/WorldGenTaiga1;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
taigaGeneration	Taiga Generation	Lnet/minecraft/world/gen/feature/WorldGenTaiga1;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	1	0x21	0x1	FALSE	TRUE	FALSE	FALSE
taigaGeneration	Taiga Generation	Lnet/minecraft/world/gen/feature/WorldGenTaiga1;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	2	0x21	0x1	FALSE	TRUE	FALSE	FALSE
taigaGeneration	Taiga Generation	Lnet/minecraft/world/gen/feature/WorldGenTaiga2;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
taigaGeneration	Taiga Generation	Lnet/minecraft/world/gen/feature/WorldGenTaiga2;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	1	0x21	0x1	FALSE	TRUE	FALSE	FALSE
taigaGeneration	Taiga Generation	Lnet/minecraft/world/gen/feature/WorldGenTaiga2;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	2	0x21	0x1	FALSE	TRUE	FALSE	FALSE
taigaGeneration	Taiga Generation	Lnet/minecraft/world/gen/feature/WorldGenTaiga2;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	3	0x21	0x1	FALSE	TRUE	FALSE	FALSE
taigaGeneration	Taiga Generation	Lnet/minecraft/world/gen/feature/WorldGenTaiga2;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	4	0x21	0x1	FALSE	TRUE	FALSE	FALSE
tallgrassGeneration	Tallgrass Generation	Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
tallgrassGeneration	Tallgrass Generation	Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	1	0x21	0x1	FALSE	TRUE	FALSE	FALSE
tallgrassGeneration	Tallgrass Generation	Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	2	0x21	0x1	FALSE	TRUE	FALSE	FALSE
tallgrassGeneration	Tallgrass Generation	Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	3	0x21	0x1	FALSE	TRUE	FALSE	FALSE
tallgrassGeneration	Tallgrass Generation	Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	4	0x21	0x1	FALSE	TRUE	FALSE	FALSE
tallgrassGeneration	Tallgrass Generation	Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	5	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeHeight	Height for trees	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeVine	Chance of vine generating on tree	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	1	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeVineSpread	If a vine should spread	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	2	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeVineSpread	If a vine should spread	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	3	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeVineSpread	If a vine should spread	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	4	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeVineSpread	If a vine should spread	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	5	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeVineLength	The length of a vine generating on a tree	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	6	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeVineLength	The length of a vine generating on a tree	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	7	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeVineLength	The length of a vine generating on a tree	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	8	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeVineLength	The length of a vine generating on a tree	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	9	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeCocoaChance	If a cocoa should be added to a tree	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	10	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeCocoaAmount	How many cocoas should be added	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	11	0x21	0x1	FALSE	TRUE	FALSE	FALSE
genTreeCocoaAge	The grow state of a generated cocoa bean	Lnet/minecraft/world/gen/feature/WorldGenTrees;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	12	0x21	0x1	FALSE	TRUE	FALSE	FALSE
lilypadGeneration	Lilypad Generation	Lnet/minecraft/world/gen/feature/WorldGenWaterlily;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
lilypadGeneration	Lilypad Generation	Lnet/minecraft/world/gen/feature/WorldGenWaterlily;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	1	0x21	0x1	FALSE	TRUE	FALSE	FALSE
lilypadGeneration	Lilypad Generation	Lnet/minecraft/world/gen/feature/WorldGenWaterlily;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	2	0x21	0x1	FALSE	TRUE	FALSE	FALSE
lilypadGeneration	Lilypad Generation	Lnet/minecraft/world/gen/feature/WorldGenWaterlily;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	3	0x21	0x1	FALSE	TRUE	FALSE	FALSE
lilypadGeneration	Lilypad Generation	Lnet/minecraft/world/gen/feature/WorldGenWaterlily;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	4	0x21	0x1	FALSE	TRUE	FALSE	FALSE
lilypadGeneration	Lilypad Generation	Lnet/minecraft/world/gen/feature/WorldGenWaterlily;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z	Ljava/util/Random;nextInt(I)I	5	0x21	0x1	FALSE	TRUE	FALSE	FALSE
worldGeneration	Basic World Generation	Lnet/minecraft/world/gen/MapGenBase;generate(Lnet/minecraft/world/World;IILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;setSeed(J)V	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
worldGeneration	Basic World Generation	Lnet/minecraft/world/gen/MapGenBase;generate(Lnet/minecraft/world/World;IILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextLong()J	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
worldGeneration	Basic World Generation	Lnet/minecraft/world/gen/MapGenBase;generate(Lnet/minecraft/world/World;IILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextLong()J	1	0x21	0x1	FALSE	TRUE	FALSE	FALSE
worldGeneration	Basic World Generation	Lnet/minecraft/world/gen/MapGenBase;generate(Lnet/minecraft/world/World;IILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;setSeed(J)V	1	0x21	0x1	FALSE	TRUE	FALSE	FALSE
worldSeedManip	Modifies the world seed	Lnet/minecraft/world/gen/MapGenBase;setupChunkSeed(JLjava/util/Random;II)V	Ljava/util/Random;setSeed(J)V	0	0x21	0x9	FALSE	TRUE	FALSE	FALSE
worldSeedManip	Modifies the world seed	Lnet/minecraft/world/gen/MapGenBase;setupChunkSeed(JLjava/util/Random;II)V	Ljava/util/Random;nextLong()J	0	0x21	0x9	FALSE	TRUE	FALSE	FALSE
worldSeedManip	Modifies the world seed	Lnet/minecraft/world/gen/MapGenBase;setupChunkSeed(JLjava/util/Random;II)V	Ljava/util/Random;nextLong()J	1	0x21	0x9	FALSE	TRUE	FALSE	FALSE
worldSeedManip	Modifies the world seed	Lnet/minecraft/world/gen/MapGenBase;setupChunkSeed(JLjava/util/Random;II)V	Ljava/util/Random;setSeed(J)V	1	0x21	0x9	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addRoom(JIILnet/minecraft/world/chunk/ChunkPrimer;DDD)V	Ljava/util/Random;nextFloat()F	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextInt(I)I	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextInt(I)I	2	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	2	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	3	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	4	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	5	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextLong()J	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	6	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextLong()J	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	7	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextInt(I)I	3	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	2	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	3	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	4	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	5	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	6	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	7	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	8	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextLong()J	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	9	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextFloat()F	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextFloat()F	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextFloat()F	2	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextFloat()F	3	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	10	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextFloat()F	4	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextFloat()F	5	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGeneration	Cave Generation	Lnet/minecraft/world/gen/MapGenCaves;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextLong()J	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addRoom(JIILnet/minecraft/world/chunk/ChunkPrimer;DDD)V	Ljava/util/Random;nextFloat()F	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextInt(I)I	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextInt(I)I	2	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	2	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	3	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	4	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	5	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextLong()J	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	6	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextLong()J	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextFloat()F	7	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;addTunnel(JIILnet/minecraft/world/chunk/ChunkPrimer;DDDFFFIID)V	Ljava/util/Random;nextInt(I)I	3	0x21	0x4	FALSE	TRUE	FALSE	FALSE
caveGenNether	Cave Shape in the nether	Lnet/minecraft/world/gen/MapGenCavesHell;recursiveGenerate(Lnet/minecraft/world/World;IIIILnet/minecraft/world/chunk/ChunkPrimer;)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
